input,target
"""5 1 7 'regex'""","""Leer 'regex'"""
"""5 1 7 'float'""","""Leer 'float'"""
"""5 1 7 'false'""","""Leer 'false'"""
"""5 1 7 'local'""","""Leer 'local'"""
"""5 1 7 'queue'""","""Leer 'queue'"""
"""5 1 7 'timer'""","""Leer 'timer'"""
"""5 1 7 'delay'""","""Leer 'delay'"""
"""5 1 7 'total'""","""Leer 'total'"""
"""5 1 7 'datos'""","""Leer 'datos'"""
"""5 1 7 'valor'""","""Leer 'valor'"""
"""5 1 7 'ancho'""","""Leer 'ancho'"""
"""5 1 7 'radio'""","""Leer 'radio'"""
"""5 1 7 'fecha'""","""Leer 'fecha'"""
"""5 1 7 'costo'""","""Leer 'costo'"""
"""5 1 7 'monto'""","""Leer 'monto'"""
"""5 1 7 'saldo'""","""Leer 'saldo'"""
"""5 1 7 'rango'""","""Leer 'rango'"""
"""5 1 7 'ratio'""","""Leer 'ratio'"""
"""5 1 7 'lista'""","""Leer 'lista'"""
"""5 1 7 'arbol'""","""Leer 'arbol'"""
"""5 1 7 'grafo'""","""Leer 'grafo'"""
"""5 1 7 'nivel'""","""Leer 'nivel'"""
"""5 1 7 'padre'""","""Leer 'padre'"""
"""5 1 7 'clase'""","""Leer 'clase'"""
"""5 1 7 'orden'""","""Leer 'orden'"""
"""5 1 7 'grupo'""","""Leer 'grupo'"""
"""5 1 7 'union'""","""Leer 'union'"""
"""5 1 7 'campo'""","""Leer 'campo'"""
"""5 1 7 'clave'""","""Leer 'clave'"""
"""5 1 7 'valor'""","""Leer 'valor'"""
"""5 1 7 'tupla'""","""Leer 'tupla'"""
"""5 1 7 'flujo'""","""Leer 'flujo'"""
"""5 1 7 'cache'""","""Leer 'cache'"""
"""5 1 7 'disco'""","""Leer 'disco'"""
"""5 1 7 'token'""","""Leer 'token'"""
"""5 1 7 'clave'""","""Leer 'clave'"""
"""5 1 7 'regex'""","""Leer 'regex'"""
"""5 1 7 'texto'""","""Leer 'texto'"""
"""5 1 7 'doble'""","""Leer 'doble'"""
"""5 1 7 'FALSO'""","""Leer 'FALSO'"""
"""5 1 7 'local'""","""Leer 'local'"""
"""5 1 7 'tarea'""","""Leer 'tarea'"""
"""5 1 8 'result'""","""Leer 'result'"""
"""5 1 8 'output'""","""Leer 'output'"""
"""5 1 8 'buffer'""","""Leer 'buffer'"""
"""5 1 8 'length'""","""Leer 'length'"""
"""5 1 8 'height'""","""Leer 'height'"""
"""5 1 8 'radius'""","""Leer 'radius'"""
"""5 1 8 'volume'""","""Leer 'volume'"""
"""5 1 8 'weight'""","""Leer 'weight'"""
"""5 1 8 'amount'""","""Leer 'amount'"""
"""5 1 8 'offset'""","""Leer 'offset'"""
"""5 1 8 'median'""","""Leer 'median'"""
"""5 1 8 'factor'""","""Leer 'factor'"""
"""5 1 8 'column'""","""Leer 'column'"""
"""5 1 8 'matrix'""","""Leer 'matrix'"""
"""5 1 8 'vertex'""","""Leer 'vertex'"""
"""5 1 8 'branch'""","""Leer 'branch'"""
"""5 1 8 'parent'""","""Leer 'parent'"""
"""5 1 8 'object'""","""Leer 'object'"""
"""5 1 8 'method'""","""Leer 'method'"""
"""5 1 8 'status'""","""Leer 'status'"""
"""5 1 8 'option'""","""Leer 'option'"""
"""5 1 8 'module'""","""Leer 'module'"""
"""5 1 8 'header'""","""Leer 'header'"""
"""5 1 8 'filter'""","""Leer 'filter'"""
"""5 1 8 'subset'""","""Leer 'subset'"""
"""5 1 8 'record'""","""Leer 'record'"""
"""5 1 8 'stream'""","""Leer 'stream'"""
"""5 1 8 'buffer'""","""Leer 'buffer'"""
"""5 1 8 'memory'""","""Leer 'memory'"""
"""5 1 8 'folder'""","""Leer 'folder'"""
"""5 1 8 'domain'""","""Leer 'domain'"""
"""5 1 8 'socket'""","""Leer 'socket'"""
"""5 1 8 'secret'""","""Leer 'secret'"""
"""5 1 8 'cipher'""","""Leer 'cipher'"""
"""5 1 8 'string'""","""Leer 'string'"""
"""5 1 8 'double'""","""Leer 'double'"""
"""5 1 8 'global'""","""Leer 'global'"""
"""5 1 8 'static'""","""Leer 'static'"""
"""5 1 8 'thread'""","""Leer 'thread'"""
"""5 1 8 'indice'""","""Leer 'indice'"""
"""5 1 8 'salida'""","""Leer 'salida'"""
"""5 1 8 'correo'""","""Leer 'correo'"""
"""5 1 8 'buffer'""","""Leer 'buffer'"""
"""5 1 8 'tamaño'""","""Leer 'tamaño'"""
"""5 1 8 'tiempo'""","""Leer 'tiempo'"""
"""5 1 8 'precio'""","""Leer 'precio'"""
"""5 1 8 'limite'""","""Leer 'limite'"""
"""5 1 8 'umbral'""","""Leer 'umbral'"""
"""5 1 8 'factor'""","""Leer 'factor'"""
"""5 1 8 'matriz'""","""Leer 'matriz'"""
"""5 1 8 'arista'""","""Leer 'arista'"""
"""5 1 8 'objeto'""","""Leer 'objeto'"""
"""5 1 8 'metodo'""","""Leer 'metodo'"""
"""5 1 8 'evento'""","""Leer 'evento'"""
"""5 1 8 'estado'""","""Leer 'estado'"""
"""5 1 8 'opcion'""","""Leer 'opcion'"""
"""5 1 8 'ajuste'""","""Leer 'ajuste'"""
"""5 1 8 'modulo'""","""Leer 'modulo'"""
"""5 1 8 'cuerpo'""","""Leer 'cuerpo'"""
"""5 1 8 'filtro'""","""Leer 'filtro'"""
"""5 1 8 'buffer'""","""Leer 'buffer'"""
"""5 1 8 'puerto'""","""Leer 'puerto'"""
"""5 1 8 'socket'""","""Leer 'socket'"""
"""5 1 8 'sesion'""","""Leer 'sesion'"""
"""5 1 8 'patron'""","""Leer 'patron'"""
"""5 1 8 'cadena'""","""Leer 'cadena'"""
"""5 1 8 'entero'""","""Leer 'entero'"""
"""5 1 8 'global'""","""Leer 'global'"""
"""5 1 9 'balance'""","""Leer 'balance'"""
"""5 1 9 'average'""","""Leer 'average'"""
"""5 1 9 'divisor'""","""Leer 'divisor'"""
"""5 1 9 'product'""","""Leer 'product'"""
"""5 1 9 'sibling'""","""Leer 'sibling'"""
"""5 1 9 'pointer'""","""Leer 'pointer'"""
"""5 1 9 'handler'""","""Leer 'handler'"""
"""5 1 9 'setting'""","""Leer 'setting'"""
"""5 1 9 'context'""","""Leer 'context'"""
"""5 1 9 'package'""","""Leer 'package'"""
"""5 1 9 'library'""","""Leer 'library'"""
"""5 1 9 'request'""","""Leer 'request'"""
"""5 1 9 'payload'""","""Leer 'payload'"""
"""5 1 9 'element'""","""Leer 'element'"""
"""5 1 9 'storage'""","""Leer 'storage'"""
"""5 1 9 'address'""","""Leer 'address'"""
"""5 1 9 'network'""","""Leer 'network'"""
"""5 1 9 'session'""","""Leer 'session'"""
"""5 1 9 'pattern'""","""Leer 'pattern'"""
"""5 1 9 'integer'""","""Leer 'integer'"""
"""5 1 9 'boolean'""","""Leer 'boolean'"""
"""5 1 9 'dynamic'""","""Leer 'dynamic'"""
"""5 1 9 'mutable'""","""Leer 'mutable'"""
"""5 1 9 'process'""","""Leer 'process'"""
"""5 1 9 'timeout'""","""Leer 'timeout'"""
"""5 1 9 'entrada'""","""Leer 'entrada'"""
"""5 1 9 'bandera'""","""Leer 'bandera'"""
"""5 1 9 'volumen'""","""Leer 'volumen'"""
"""5 1 9 'mediana'""","""Leer 'mediana'"""
"""5 1 9 'divisor'""","""Leer 'divisor'"""
"""5 1 9 'residuo'""","""Leer 'residuo'"""
"""5 1 9 'columna'""","""Leer 'columna'"""
"""5 1 9 'arreglo'""","""Leer 'arreglo'"""
"""5 1 9 'vertice'""","""Leer 'vertice'"""
"""5 1 9 'hermano'""","""Leer 'hermano'"""
"""5 1 9 'puntero'""","""Leer 'puntero'"""
"""5 1 9 'funcion'""","""Leer 'funcion'"""
"""5 1 9 'estatus'""","""Leer 'estatus'"""
"""5 1 9 'entorno'""","""Leer 'entorno'"""
"""5 1 9 'alcance'""","""Leer 'alcance'"""
"""5 1 9 'paquete'""","""Leer 'paquete'"""
"""5 1 9 'ordenar'""","""Leer 'ordenar'"""
"""5 1 9 'agregar'""","""Leer 'agregar'"""
"""5 1 9 'entrada'""","""Leer 'entrada'"""
"""5 1 9 'memoria'""","""Leer 'memoria'"""
"""5 1 9 'archivo'""","""Leer 'archivo'"""
"""5 1 9 'carpeta'""","""Leer 'carpeta'"""
"""5 1 9 'dominio'""","""Leer 'dominio'"""
"""5 1 9 'secreto'""","""Leer 'secreto'"""
"""5 1 9 'cifrado'""","""Leer 'cifrado'"""
"""5 1 9 'volatil'""","""Leer 'volatil'"""
"""5 1 9 'mutable'""","""Leer 'mutable'"""
"""5 1 9 'proceso'""","""Leer 'proceso'"""
"""5 1 9 'trabajo'""","""Leer 'trabajo'"""
"""5 1 9 'retraso'""","""Leer 'retraso'"""
"""5 1 10 'is_valid'""","""Leer 'is_valid'"""
"""5 1 10 'password'""","""Leer 'password'"""
"""5 1 10 'distance'""","""Leer 'distance'"""
"""5 1 10 'interval'""","""Leer 'interval'"""
"""5 1 10 'duration'""","""Leer 'duration'"""
"""5 1 10 'discount'""","""Leer 'discount'"""
"""5 1 10 'quantity'""","""Leer 'quantity'"""
"""5 1 10 'variance'""","""Leer 'variance'"""
"""5 1 10 'dividend'""","""Leer 'dividend'"""
"""5 1 10 'quotient'""","""Leer 'quotient'"""
"""5 1 10 'ancestor'""","""Leer 'ancestor'"""
"""5 1 10 'instance'""","""Leer 'instance'"""
"""5 1 10 'function'""","""Leer 'function'"""
"""5 1 10 'argument'""","""Leer 'argument'"""
"""5 1 10 'callback'""","""Leer 'callback'"""
"""5 1 10 'listener'""","""Leer 'listener'"""
"""5 1 10 'observer'""","""Leer 'observer'"""
"""5 1 10 'endpoint'""","""Leer 'endpoint'"""
"""5 1 10 'response'""","""Leer 'response'"""
"""5 1 10 'superset'""","""Leer 'superset'"""
"""5 1 10 'property'""","""Leer 'property'"""
"""5 1 10 'sequence'""","""Leer 'sequence'"""
"""5 1 10 'protocol'""","""Leer 'protocol'"""
"""5 1 10 'infinity'""","""Leer 'infinity'"""
"""5 1 10 'constant'""","""Leer 'constant'"""
"""5 1 10 'variable'""","""Leer 'variable'"""
"""5 1 10 'volatile'""","""Leer 'volatile'"""
"""5 1 10 'contador'""","""Leer 'contador'"""
"""5 1 10 'temporal'""","""Leer 'temporal'"""
"""5 1 10 'longitud'""","""Leer 'longitud'"""
"""5 1 10 'duracion'""","""Leer 'duracion'"""
"""5 1 10 'impuesto'""","""Leer 'impuesto'"""
"""5 1 10 'cantidad'""","""Leer 'cantidad'"""
"""5 1 10 'promedio'""","""Leer 'promedio'"""
"""5 1 10 'varianza'""","""Leer 'varianza'"""
"""5 1 10 'cociente'""","""Leer 'cociente'"""
"""5 1 10 'producto'""","""Leer 'producto'"""
"""5 1 10 'conjunto'""","""Leer 'conjunto'"""
"""5 1 10 'ancestro'""","""Leer 'ancestro'"""
"""5 1 10 'callback'""","""Leer 'callback'"""
"""5 1 10 'contexto'""","""Leer 'contexto'"""
"""5 1 10 'libreria'""","""Leer 'libreria'"""
"""5 1 10 'cabecera'""","""Leer 'cabecera'"""
"""5 1 10 'consulta'""","""Leer 'consulta'"""
"""5 1 10 'elemento'""","""Leer 'elemento'"""
"""5 1 10 'registro'""","""Leer 'registro'"""
"""5 1 10 'atributo'""","""Leer 'atributo'"""
"""5 1 10 'conexion'""","""Leer 'conexion'"""
"""5 1 10 'caracter'""","""Leer 'caracter'"""
"""5 1 10 'flotante'""","""Leer 'flotante'"""
"""5 1 10 'booleano'""","""Leer 'booleano'"""
"""5 1 10 'infinito'""","""Leer 'infinito'"""
"""5 1 10 'variable'""","""Leer 'variable'"""
"""5 1 10 'estatico'""","""Leer 'estatico'"""
"""5 1 10 'dinamico'""","""Leer 'dinamico'"""
"""5 1 11 'user_name'""","""Leer 'user_name'"""
"""5 1 11 'file_name'""","""Leer 'file_name'"""
"""5 1 11 'file_path'""","""Leer 'file_path'"""
"""5 1 11 'timestamp'""","""Leer 'timestamp'"""
"""5 1 11 'frequency'""","""Leer 'frequency'"""
"""5 1 11 'threshold'""","""Leer 'threshold'"""
"""5 1 11 'min_value'""","""Leer 'min_value'"""
"""5 1 11 'max_value'""","""Leer 'max_value'"""
"""5 1 11 'deviation'""","""Leer 'deviation'"""
"""5 1 11 'remainder'""","""Leer 'remainder'"""
"""5 1 11 'increment'""","""Leer 'increment'"""
"""5 1 11 'decrement'""","""Leer 'decrement'"""
"""5 1 11 'iteration'""","""Leer 'iteration'"""
"""5 1 11 'reference'""","""Leer 'reference'"""
"""5 1 11 'parameter'""","""Leer 'parameter'"""
"""5 1 11 'namespace'""","""Leer 'namespace'"""
"""5 1 11 'framework'""","""Leer 'framework'"""
"""5 1 11 'aggregate'""","""Leer 'aggregate'"""
"""5 1 11 'attribute'""","""Leer 'attribute'"""
"""5 1 11 'directory'""","""Leer 'directory'"""
"""5 1 11 'algorithm'""","""Leer 'algorithm'"""
"""5 1 11 'undefined'""","""Leer 'undefined'"""
"""5 1 11 'immutable'""","""Leer 'immutable'"""
"""5 1 11 'scheduler'""","""Leer 'scheduler'"""
"""5 1 11 'resultado'""","""Leer 'resultado'"""
"""5 1 11 'es_valido'""","""Leer 'es_valido'"""
"""5 1 11 'distancia'""","""Leer 'distancia'"""
"""5 1 11 'velocidad'""","""Leer 'velocidad'"""
"""5 1 11 'intervalo'""","""Leer 'intervalo'"""
"""5 1 11 'descuento'""","""Leer 'descuento'"""
"""5 1 11 'dividendo'""","""Leer 'dividendo'"""
"""5 1 11 'iteracion'""","""Leer 'iteracion'"""
"""5 1 11 'instancia'""","""Leer 'instancia'"""
"""5 1 11 'parametro'""","""Leer 'parametro'"""
"""5 1 11 'argumento'""","""Leer 'argumento'"""
"""5 1 11 'manejador'""","""Leer 'manejador'"""
"""5 1 11 'solicitud'""","""Leer 'solicitud'"""
"""5 1 11 'respuesta'""","""Leer 'respuesta'"""
"""5 1 11 'propiedad'""","""Leer 'propiedad'"""
"""5 1 11 'coleccion'""","""Leer 'coleccion'"""
"""5 1 11 'secuencia'""","""Leer 'secuencia'"""
"""5 1 11 'protocolo'""","""Leer 'protocolo'"""
"""5 1 11 'direccion'""","""Leer 'direccion'"""
"""5 1 11 'algoritmo'""","""Leer 'algoritmo'"""
"""5 1 11 'expresion'""","""Leer 'expresion'"""
"""5 1 11 'VERDADERO'""","""Leer 'VERDADERO'"""
"""5 1 11 'constante'""","""Leer 'constante'"""
"""5 1 11 'inmutable'""","""Leer 'inmutable'"""
"""5 1 12 'percentage'""","""Leer 'percentage'"""
"""5 1 12 'multiplier'""","""Leer 'multiplier'"""
"""5 1 12 'difference'""","""Leer 'difference'"""
"""5 1 12 'loop_count'""","""Leer 'loop_count'"""
"""5 1 12 'dictionary'""","""Leer 'dictionary'"""
"""5 1 12 'descendant'""","""Leer 'descendant'"""
"""5 1 12 'preference'""","""Leer 'preference'"""
"""5 1 12 'difference'""","""Leer 'difference'"""
"""5 1 12 'complement'""","""Leer 'complement'"""
"""5 1 12 'collection'""","""Leer 'collection'"""
"""5 1 12 'connection'""","""Leer 'connection'"""
"""5 1 12 'encryption'""","""Leer 'encryption'"""
"""5 1 12 'decryption'""","""Leer 'decryption'"""
"""5 1 12 'expression'""","""Leer 'expression'"""
"""5 1 12 'contraseña'""","""Leer 'contraseña'"""
"""5 1 12 'frecuencia'""","""Leer 'frecuencia'"""
"""5 1 12 'desviacion'""","""Leer 'desviacion'"""
"""5 1 12 'porcentaje'""","""Leer 'porcentaje'"""
"""5 1 12 'diferencia'""","""Leer 'diferencia'"""
"""5 1 12 'incremento'""","""Leer 'incremento'"""
"""5 1 12 'decremento'""","""Leer 'decremento'"""
"""5 1 12 'referencia'""","""Leer 'referencia'"""
"""5 1 12 'escuchador'""","""Leer 'escuchador'"""
"""5 1 12 'observador'""","""Leer 'observador'"""
"""5 1 12 'carga_util'""","""Leer 'carga_util'"""
"""5 1 12 'diferencia'""","""Leer 'diferencia'"""
"""5 1 12 'directorio'""","""Leer 'directorio'"""
"""5 1 12 'indefinido'""","""Leer 'indefinido'"""
"""5 1 13 'total_price'""","""Leer 'total_price'"""
"""5 1 13 'environment'""","""Leer 'environment'"""
"""5 1 13 'profundidad'""","""Leer 'profundidad'"""
"""5 1 13 'diccionario'""","""Leer 'diccionario'"""
"""5 1 13 'profundidad'""","""Leer 'profundidad'"""
"""5 1 13 'preferencia'""","""Leer 'preferencia'"""
"""5 1 13 'punto_final'""","""Leer 'punto_final'"""
"""5 1 13 'complemento'""","""Leer 'complemento'"""
"""5 1 13 'subconjunto'""","""Leer 'subconjunto'"""
"""5 1 13 'enumeracion'""","""Leer 'enumeracion'"""
"""5 1 14 'return_value'""","""Leer 'return_value'"""
"""5 1 14 'intersection'""","""Leer 'intersection'"""
"""5 1 14 'ruta_archivo'""","""Leer 'ruta_archivo'"""
"""5 1 14 'marca_tiempo'""","""Leer 'marca_tiempo'"""
"""5 1 14 'precio_total'""","""Leer 'precio_total'"""
"""5 1 14 'valor_minimo'""","""Leer 'valor_minimo'"""
"""5 1 14 'valor_maximo'""","""Leer 'valor_maximo'"""
"""5 1 14 'descendiente'""","""Leer 'descendiente'"""
"""5 1 14 'interseccion'""","""Leer 'interseccion'"""
"""5 1 14 'encriptacion'""","""Leer 'encriptacion'"""
"""5 1 14 'planificador'""","""Leer 'planificador'"""
"""5 1 14 'temporizador'""","""Leer 'temporizador'"""
"""5 1 15 'configuration'""","""Leer 'configuration'"""
"""5 1 15 'multiplicador'""","""Leer 'multiplicador'"""
"""5 1 15 'valor_retorno'""","""Leer 'valor_retorno'"""
"""5 1 15 'configuracion'""","""Leer 'configuracion'"""
"""5 1 15 'marco_trabajo'""","""Leer 'marco_trabajo'"""
"""5 1 15 'superconjunto'""","""Leer 'superconjunto'"""
"""5 1 15 'tiempo_espera'""","""Leer 'tiempo_espera'"""
"""5 1 16 'nombre_usuario'""","""Leer 'nombre_usuario'"""
"""5 1 16 'nombre_archivo'""","""Leer 'nombre_archivo'"""
"""5 1 16 'desplazamiento'""","""Leer 'desplazamiento'"""
"""5 1 16 'contador_bucle'""","""Leer 'contador_bucle'"""
"""5 1 16 'almacenamiento'""","""Leer 'almacenamiento'"""
"""5 1 17 'espacio_nombres'""","""Leer 'espacio_nombres'"""
"""5 1 17 'desencriptacion'""","""Leer 'desencriptacion'"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
